"Timestamp","Age","Gender","City","Position","Total.years.of.experience","Years.of.experience.in.Germany","Seniority.level","Your.main.technology...programming.language","Other.technologies.programming.languages.you.use.often","Yearly.brutto.salary..without.bonus.and.stocks..in.EUR","Yearly.bonus...stocks.in.EUR","Annual.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.the.same.country","Annual.bonus.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.vacation.days","Employment.status","Сontract.duration","Main.language.at.work","Company.size","Company.type","Have.you.lost.your.job.due.to.the.coronavirus.outbreak.","Have.you.been.forced.to.have.a.shorter.working.week..Kurzarbeit...If.yes..how.many.hours.per.week","Have.you.received.additional.monetary.support.from.your.employer.due.to.Work.From.Home..If.yes..how.much.in.2020.in.EUR","Years.of.experience","Your.level","Current.Salary","Salary.one.year.ago","Salary.two.years.ago","Are.you.getting.any.Stock.Options.","Zeitstempel","Position..without.seniority.","Yearly.brutto.salary..without.bonus.and.stocks.","Yearly.bonus","Yearly.stocks","Yearly.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.same.country","Yearly.bonus.one.year.ago..Only.answer.if.staying.in.same.country","Yearly.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.home.office.days.per.month","Company.name","Company.business.sector","X0"
NA,43,"Male","Hamburg",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","up to 10","Startup",NA,NA,NA,15,NA,NA,NA,NA,NA,"04.12.2019 16:08:48","Software Architect",54000,NA,NA,74000,NA,NA,2,"","Transport",NA
NA,34,"Male","Paris",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","French","10-50","Startup",NA,NA,NA,9,NA,NA,NA,NA,NA,"04.12.2019 16:27:54","Data Scientist",75000,NA,NA,62000,NA,NA,4,"","",NA
NA,38,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,4,NA,NA,NA,NA,NA,"04.12.2019 16:33:24","NLP Engineer",65000,NA,NA,NA,NA,NA,20,"","Transport",NA
NA,26,"Male","Stuttgart",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,NA,NA,"more than 1 year","English","1000+","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"04.12.2019 16:33:28","Data Engineer",67200,NA,NA,NA,NA,NA,NA,"Bosch","Scientific Activities",NA
NA,38,"Male","Hannover",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","100-1000","Consulting / Agency",NA,NA,NA,5,NA,NA,NA,NA,NA,"04.12.2019 16:34:18","Data Scientist",79000,23000,NA,NA,NA,NA,4,"","",NA
NA,28,"Female","London",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"25",NA,"3 months","English","1000+","Consulting / Agency",NA,NA,NA,7,NA,NA,NA,NA,NA,"04.12.2019 16:50:30","Data Scientist",120000,NA,NA,65000,NA,NA,4,"EY","Finance / Insurance",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","Kotlin",NA,NA,NA,NA,NA,"25",NA,"more than 1 year","English","10-50","Startup",NA,NA,NA,11,NA,NA,NA,NA,NA,"04.12.2019 16:50:32","CTO (CEO, CFO)",75000,NA,NA,80000,NA,NA,4,"","Telecom",NA
NA,34,"Male","Cologne",NA,NA,NA,"Middle","R",NA,NA,NA,NA,NA,"30",NA,"more than 1 year","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 17:13:51","Data Scientist",72000,16000,NA,70000,4000,NA,4,"Bayer Business Services","Health",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"29",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 17:17:22","Data Scientist",104000,15000,18000,NA,NA,NA,NA,"","",NA
NA,29,"Male","Berlin",NA,NA,NA,"Middle","R",NA,NA,NA,NA,NA,"27",NA,"unlimited","French","100-1000","Product",NA,NA,NA,2,NA,NA,NA,NA,NA,"04.12.2019 17:17:26","Data Scientist",53000,3000,1,53000,1,0,0,"autobiz","Automotive",NA
NA,26,"Male","Berlin",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,"30",NA,"more than 1 year","English","1000+","University",NA,NA,NA,1,NA,NA,NA,NA,NA,"04.12.2019 17:57:35","Researcher",40000,1,1,30000,NA,NA,4,"TU","Scientific Activities",NA
NA,30,"Male","Kyiv",NA,NA,NA,"Senior","Azure",NA,NA,NA,NA,NA,"21",NA,"unlimited","English","1000+","Bodyshop / Outsource",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 18:01:15","DevOps",130000,10000,NA,NA,NA,NA,5,"","",NA
NA,28,"Male","Berlin",NA,NA,NA,"Principal","Not Relevant",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"04.12.2019 18:05:07","Software Architect",110000,25000,50000,85000,10000,5000,20,"","Software Development",NA
NA,49,"Male","Milan",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"20",NA,"1 year","Italian","100-1000","Product",NA,NA,NA,24,NA,NA,NA,NA,NA,"04.12.2019 18:09:55","Manager",115000,25000,1,95000,20000,1,0,"Sbi","IT",NA
NA,33,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,11,NA,NA,NA,NA,NA,"04.12.2019 18:11:32","Machine Learning Engineer",75000,3000,NA,75000,3000,NA,5,"Scout24","Real Estate",NA
NA,20,"Male","Kyiv",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,"20",NA,"unlimited","Russian","10-50","Startup",NA,NA,NA,1,NA,NA,NA,NA,NA,"04.12.2019 18:13:21","Machine Learning Engineer",14400,1400,NA,NA,NA,NA,4,"","Сommerce",NA
NA,35,"Male","Hamburg",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"04.12.2019 18:27:33","Backend Developer",62000,NA,NA,48000,NA,NA,4,"","Transport",NA
NA,26,"Male","Odesa",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"20",NA,"more than 1 year","Russian","100-1000","Bodyshop / Outsource",NA,NA,NA,3,NA,NA,NA,NA,NA,"04.12.2019 18:27:49","Data Scientist",45000,NA,NA,25000,NA,NA,0,"","Telecom",NA
NA,31,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"04.12.2019 18:30:51","Data Engineer",75000,NA,NA,60000,NA,NA,20,"","Automotive",NA
NA,33,"Female","Berlin",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,"28",NA,"3 months","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 18:35:04","Researcher",54000,NA,NA,NA,NA,NA,NA,"Amazon","Сommerce",NA
NA,31,"Male","Munich",NA,NA,NA,"Senior","C/C++",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,11,NA,NA,NA,NA,NA,"04.12.2019 18:59:18","Software Engineer",95000,25000,NA,87000,8000,5000,NA,"","",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Lead","Python",NA,NA,NA,NA,NA,"30",NA,"","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"04.12.2019 19:01:34","Data Scientist",125000,25000,NA,NA,NA,NA,10,"","",NA
NA,28,"Male","Paris",NA,NA,NA,"Middle","Java",NA,NA,NA,NA,NA,"25",NA,"unlimited","French","1000+","Consulting / Agency",NA,NA,NA,3,NA,NA,NA,NA,NA,"04.12.2019 19:11:17","Fullstack Developer",39400,1000,NA,NA,NA,NA,NA,"","Software Development",NA
NA,36,"Male","Berlin",NA,NA,NA,"Senior","AWS",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","50-100","Startup",NA,NA,NA,15,NA,NA,NA,NA,NA,"04.12.2019 19:13:07","DevOps",75000,10000,NA,68000,NA,NA,5,"","Finance / Insurance",NA
NA,NA,"Male","Hamburg",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,NA,NA,"unlimited","English","1000+","Product",NA,NA,NA,18,NA,NA,NA,NA,NA,"04.12.2019 19:19:26","Backend Developer",NA,NA,NA,NA,NA,NA,NA,"","Agriculture",NA
NA,39,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"04.12.2019 19:38:28","Data Engineer",75000,7500,NA,68000,6800,NA,4,"Here","Transport",NA
NA,27,"Female","Düsseldorf",NA,NA,NA,"Junior","R",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,1,NA,NA,NA,NA,NA,"04.12.2019 19:56:40","Data Scientist",45000,NA,NA,NA,NA,NA,2,"","Tourism",NA
NA,26,"Male","Berlin",NA,NA,NA,"Middle","Java",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"04.12.2019 20:06:49","Backend Developer",78000,12000,NA,NA,NA,NA,5,"AWS","Сommerce",NA
NA,30,"Male","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Consulting / Agency",NA,NA,NA,2,NA,NA,NA,NA,NA,"04.12.2019 20:07:34","Data Scientist",55000,5000,NA,52000,4000,NA,2,"","",NA
NA,NA,"Male","Berlin",NA,NA,NA,"","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,7,NA,NA,NA,NA,NA,"04.12.2019 20:11:12","Machine Learning Engineer",90000,15000,NA,NA,NA,NA,NA,"","Сommerce",NA
NA,29,"Male","Amsterdam",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"27",NA,"unlimited","Russian","100-1000","Product",NA,NA,NA,4,NA,NA,NA,NA,NA,"04.12.2019 20:12:18","Backend Developer",65000,NA,NA,NA,NA,NA,0,"","Finance / Insurance",NA
NA,38,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,7,NA,NA,NA,NA,NA,"04.12.2019 20:14:44","Backend Developer",80000,NA,NA,70000,NA,NA,NA,"","Transport",NA
NA,31,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"04.12.2019 20:33:27","Head of AI",150000,NA,NA,NA,NA,NA,4,"","",NA
NA,35,"Male","Hamburg",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"37",NA,"unlimited","Deutsch","1000+","Product",NA,NA,NA,9,NA,NA,NA,NA,NA,"04.12.2019 20:37:47","Manager",105000,10000,1,100000,6000,1,3,"asdf","Manufacture",NA
NA,29,"Male","Berlin",NA,NA,NA,"Senior","Kubernetes",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 20:40:28","DevOps",85000,NA,1,70000,1,1,5,"","Software Development",NA
NA,38,"Male","Cork",NA,NA,NA,"Senior","SQL",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"04.12.2019 20:45:16","Software Architect",100000,25000,11000,78000,15000,10000,10,"Dell","IT",NA
NA,40,"Female","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","1000+","Product",NA,NA,NA,18,NA,NA,NA,NA,NA,"04.12.2019 20:54:58","Backend Developer",80000,4000,6000,70000,4000,0,4,"OLX Group ","Сommerce",NA
NA,26,"Female","Berlin",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","50-100","Startup",NA,NA,NA,2,NA,NA,NA,NA,NA,"04.12.2019 21:03:20","Data Scientist",47000,NA,NA,45000,NA,NA,0,"","Finance / Insurance",NA
NA,27,"Male","Munich",NA,NA,NA,"Middle","Not Relevant",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"04.12.2019 21:12:46","QA",53600,NA,NA,NA,NA,NA,NA,"","Сommerce",NA
NA,25,"Male","Hamburg",NA,NA,NA,"Middle","Javascript / Typescript",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,4,NA,NA,NA,NA,NA,"04.12.2019 21:21:37","Frontend Developer",66000,NA,NA,60000,NA,NA,20,"","",NA
NA,38,"Female","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","50-100","Startup",NA,NA,NA,3,NA,NA,NA,NA,NA,"04.12.2019 21:29:09","Data Scientist",62000,NA,NA,NA,NA,NA,NA,"","Finance / Insurance",NA
NA,32,"Male","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Consulting / Agency",NA,NA,NA,4,NA,NA,NA,NA,NA,"04.12.2019 21:37:14","Software Architect",87000,15000,NA,81000,1500,NA,8,"","Finance / Insurance",NA
NA,NA,"Male","Hamburg",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"15",NA,"unlimited","Russian","1000+","Product",NA,NA,NA,20,NA,NA,NA,NA,NA,"04.12.2019 21:40:13","Frontend Developer",95000,NA,1,NA,NA,NA,10,"google","Сommerce",NA
NA,34,"Male","Hamburg",NA,NA,NA,"Middle","Ruby",NA,NA,NA,NA,NA,"29",NA,"unlimited","English","50-100","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"04.12.2019 21:53:33","Backend Developer",65000,NA,NA,60000,NA,NA,20,"","Manufacture",NA
NA,28,"Male","Berlin",NA,NA,NA,"Middle","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","1000+","Consulting / Agency",NA,NA,NA,2,NA,NA,NA,NA,NA,"04.12.2019 22:07:24","Data Engineer",95000,19000,0.01,90000,18000,0,2,"","Software Development",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,NA,NA,"unlimited","English","1000+","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"04.12.2019 22:07:34","Machine Learning Engineer",105000,15000,26000,NA,NA,NA,NA,"","",NA
NA,33,"Male","Berlin",NA,NA,NA,"Junior","Not Relevant",NA,NA,NA,NA,NA,"25",NA,"unlimited","Deutsch","100-1000","Product",NA,NA,NA,2,NA,NA,NA,NA,NA,"04.12.2019 22:07:52","Support",36000,3000,NA,30000,NA,NA,0,"","Сonstruction",NA
NA,31,"Male","Munich",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 22:09:11","QA",73000,NA,NA,NA,NA,NA,0,"insparx","Dating",NA
NA,NA,"Male","Zug",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"","Deutsch","100-1000","Product",NA,NA,NA,12,NA,NA,NA,NA,NA,"04.12.2019 22:11:43","Backend Developer",216000,47000,NA,NA,NA,NA,NA,"","Finance / Insurance",NA
NA,30,"Male","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"04.12.2019 22:17:52","Data Scientist",90000,12000,12500,NA,NA,NA,1,"OLX","Сommerce",NA
NA,35,"Male","Berlin",NA,NA,NA,"Middle","SQL",NA,NA,NA,NA,NA,"26",NA,"1 year","English","100-1000","Startup",NA,NA,NA,7,NA,NA,NA,NA,NA,"04.12.2019 22:28:46","Business Analyst",57000,NA,NA,46000,NA,NA,NA,"Airhelp","Finance / Insurance",NA
NA,NA,"Male","Amsterdam",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"24",NA,"unlimited","Dutch","1000+","Consulting / Agency",NA,NA,NA,3,NA,NA,NA,NA,NA,"04.12.2019 22:29:40","Data Scientist",60000,2500,1,48000,1,1,4,"Capgemini","IT",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","SQL",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,4,NA,NA,NA,NA,NA,"04.12.2019 22:31:12","Data Scientist",66000,NA,NA,50000,NA,NA,4,"","Transport",NA
NA,26,"Male","Frankfurt",NA,NA,NA,"Junior","Not Relevant",NA,NA,NA,NA,NA,"28",NA,"unlimited","Deutsch","1000+","Consulting / Agency",NA,NA,NA,1,NA,NA,NA,NA,NA,"04.12.2019 22:48:15","Business Analyst",44000,NA,NA,NA,NA,NA,NA,"","Finance / Insurance",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","PHP",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"04.12.2019 22:52:47","Backend Developer",58000,NA,0.1,58,NA,0.1,2,"","Media",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,NA,NA,"","English","1000+","Product",NA,NA,NA,9,NA,NA,NA,NA,NA,"04.12.2019 22:56:12","Researcher",112000,16000,25000,NA,NA,NA,NA,"","Сommerce",NA
NA,23,"Male","Cologne",NA,NA,NA,"Junior","Java",NA,NA,NA,NA,NA,NA,NA,"1 year","Deutsch","up to 10","Startup",NA,NA,NA,1,NA,NA,NA,NA,NA,"04.12.2019 23:10:59","Fullstack Developer",30000,NA,NA,NA,NA,NA,5,"Zortify ","HR",NA
NA,26,"Male","Amsterdam",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,NA,NA,"unlimited","English","100-1000","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"04.12.2019 23:12:54","Data Scientist",85000,25000,30000,NA,NA,NA,NA,"","",NA
NA,44,"Male","Hamburg",NA,NA,NA,"Senior","PHP",NA,NA,NA,NA,NA,"28",NA,"unlimited","Deutsch","100-1000","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"04.12.2019 23:22:22","CTO (CEO, CFO)",100000,NA,NA,NA,NA,NA,5,"","Scientific Activities",NA
NA,30,"Male","Frankfurt",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","50-100","Product",NA,NA,NA,4,NA,NA,NA,NA,NA,"04.12.2019 23:52:25","Data Scientist",80000,8000,NA,75000,NA,NA,5,"AGT International ","Сommerce",NA
NA,37,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 00:03:16","Manager",80000,NA,NA,NA,NA,NA,4,"","SAS",NA
NA,46,"Male","Hamburg",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"more than 1 year","Deutsch","10-50","Product",NA,NA,NA,11,NA,NA,NA,NA,NA,"05.12.2019 00:04:58","Fullstack Developer",60000,NA,NA,53000,NA,NA,NA,"n/a","Scientific Activities",NA
NA,28,"Male","Munich",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","10-50","Consulting / Agency",NA,NA,NA,4,NA,NA,NA,NA,NA,"05.12.2019 00:07:27","Data Engineer",60000,3000,NA,60000,3000,NA,NA,"","Transport",NA
NA,41,"Male","Heidelberg",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","50-100","Startup",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 00:27:04","Data Scientist",133000,NA,NA,127000,NA,NA,15,"Konux","Transport",NA
NA,24,"Male","Brussels",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,"31",NA,"unlimited","French","1000+","Consulting / Agency",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 00:46:31","Data Scientist",33000,NA,NA,NA,NA,NA,NA,"","IT",NA
NA,NA,"Male","Munich",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"29",NA,"more than 1 year","English","1000+","Consulting / Agency",NA,NA,NA,16,NA,NA,NA,NA,NA,"05.12.2019 00:47:21","Manager",64000,20000,NA,NA,NA,NA,NA,"Accenture","",NA
NA,NA,"Male","Munich",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"29",NA,"more than 1 year","English","1000+","Consulting / Agency",NA,NA,NA,16,NA,NA,NA,NA,NA,"05.12.2019 00:47:52","Manager",64000,20000,NA,NA,NA,NA,NA,"Accenture","",NA
NA,27,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","100-1000","Consulting / Agency",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 01:17:29","Business Analyst",62000,NA,NA,55000,NA,NA,4,"","Finance / Insurance",NA
NA,39,"Male","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,NA,NA,"6 months","Deutsch","","",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 02:54:24","Data Scientist",85000,NA,NA,NA,NA,NA,NA,"","Manufacture",NA
NA,31,"Male","Berlin",NA,NA,NA,"Middle","Not Relevant",NA,NA,NA,NA,NA,"24",NA,"more than 1 year","Deutsch","50-100","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 05:53:14","Product Manager",55000,1,1,45000,1,1,4,"","Education",NA
NA,40,"Female","Berlin",NA,NA,NA,"Senior","C/C++",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","10-50","Startup",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 07:02:04","Backend Developer",68000,NA,NA,63000,NA,NA,4,"","Health",NA
NA,35,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 07:16:22","Software Architect",85000,10000,20000,80000,10000,20000,5,"eBay","Сommerce",NA
NA,36,"Male","Bielefeld",NA,NA,NA,"Senior","PHP",NA,NA,NA,NA,NA,"24",NA,"unlimited","English","10-50","Product",NA,NA,NA,16,NA,NA,NA,NA,NA,"05.12.2019 07:41:11","Fullstack Developer",72000,NA,NA,72000,NA,NA,4,"Egoditor","Software Development",NA
NA,30,"Female","Berlin",NA,NA,NA,"Junior","",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","10-50","Startup",NA,NA,NA,1,NA,NA,NA,NA,NA,"05.12.2019 07:41:29","QA",34000,2000,NA,NA,NA,NA,NA,"","Finance / Insurance",NA
NA,27,"Male","Berlin",NA,NA,NA,"Senior","Go",NA,NA,NA,NA,NA,"30",NA,"more than 1 year","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 07:42:47","Backend Developer",70000,5000,NA,70000,5000,NA,4,"","Transport",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"32",NA,"unlimited","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 07:44:47","DevOps",63600,7000,NA,60000,NA,NA,4,"maps and navigation","Transport",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,9,NA,NA,NA,NA,NA,"05.12.2019 07:57:37","Backend Developer",79000,0,NA,79000,NA,NA,4,"","Tourism",NA
NA,NA,"Female","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","100-1000","Consulting / Agency",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 08:06:00","Fullstack Developer",68000,1500,NA,NA,NA,NA,2,"","Finance / Insurance",NA
NA,34,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,NA,NA,"unlimited","Deutsch","50-100","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 08:11:01","Backend Developer",60000,NA,NA,52000,NA,NA,NA,"","",NA
NA,40,"Female","Munich",NA,NA,NA,"Middle","C/C++",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 08:20:02","Backend Developer",68000,NA,NA,NA,NA,NA,NA,"","Сommerce",NA
NA,40,"Female","Munich",NA,NA,NA,"Middle","C/C++",NA,NA,NA,NA,NA,NA,NA,"unlimited","English","100-1000","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 08:27:01","Backend Developer",68000,NA,NA,NA,NA,NA,NA,"","Сommerce",NA
NA,33,"Male","Berlin",NA,NA,NA,"Senior","Ruby",NA,NA,NA,NA,NA,"29",NA,"unlimited","English","100-1000","Product",NA,NA,NA,11,NA,NA,NA,NA,NA,"05.12.2019 08:32:27","Backend Developer",91000,NA,18000,85000,NA,NA,4,"","Finance / Insurance",NA
NA,35,"Male","Berlin",NA,NA,NA,"Senior","PHP",NA,NA,NA,NA,NA,"24",NA,"unlimited","English","up to 10","Startup",NA,NA,NA,12,NA,NA,NA,NA,NA,"05.12.2019 08:44:13","Backend Developer",90000,0,NA,NA,NA,NA,3,"","Сommerce",NA
NA,NA,"Female","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","10-50","Startup",NA,NA,NA,13,NA,NA,NA,NA,NA,"05.12.2019 08:46:19","QA",63000,6000,NA,53000,NA,NA,4,"","Scientific Activities",NA
NA,34,"Female","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Consulting / Agency",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 08:55:01","Data Scientist",65000,NA,NA,51000,NA,NA,4,"","",NA
NA,42,"Male","Berlin",NA,NA,NA,"Senior","C/C++",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,20,NA,NA,NA,NA,NA,"05.12.2019 09:05:23","Software Architect",95000,10,NA,90000,NA,NA,NA,"","Transport",NA
NA,30,"Female","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"more than 1 year","English","1000+","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 09:09:26","Data Scientist",65000,0,NA,54000,NA,0,5,"","Real Estate",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"27",NA,"more than 1 year","English","100-1000","Startup",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 09:13:33","Backend Developer",75000,NA,NA,66000,NA,NA,NA,"","",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"23",NA,"unlimited","English","10-50","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 09:14:09","Fullstack Developer",70000,0,28000,58000,NA,NA,8,"","Real Estate",NA
